hunspell-de-ch-frami	1:24.2.1-1	all
hunspell-de-de-frami	1:24.2.1-1	all
hunspell-en-au	1:2020.12.07-2	all
hunspell-en-ca	1:2020.12.07-2	all
hunspell-en-gb	1:24.2.1-1	all
hunspell-en-us	1:2020.12.07-2	all
hunspell-en-za	1:24.2.1-1	all
hunspell-es	1:24.2.1-1	all
hunspell-fr	1:7.0-1	all
hunspell-fr-classical	1:7.0-1	all
hunspell-it	1:24.2.1-1	all
hunspell-pt-br	1:24.2.1-1	all
hunspell-pt-pt	1:24.2.1-1	all
hunspell-ru	1:24.2.1-1	all
hwdata	0.379-1	all
hyphen-de	1:24.2.1-1	all
hyphen-en-ca	0.10ubuntu2	all
hyphen-en-gb	1:24.2.1-1	all
hyphen-en-us	2.8.8-7build3	all
hyphen-es	1:24.2.1-1	all
hyphen-fr	1:24.2.1-1	all
hyphen-it	1:24.2.1-1	all
hyphen-pt-br	1:24.2.1-1	all
hyphen-pt-pt	1:24.2.1-1	all
hyphen-ru	20030310-1ubuntu3	all
ibus	1.5.29-2	arm64
ibus-chewing	2.0.0-1build2	arm64
ibus-data	1.5.29-2	all
ibus-gtk	1.5.29-2	arm64
ibus-gtk3	1.5.29-2	arm64
ibus-hangul	1.5.5-2build2	arm64
ibus-libpinyin	1.15.7-1build2	arm64
ibus-m17n	1.4.28-1build2	arm64
ibus-mozc	2.28.4715.102+dfsg-2.2build7	arm64
ibus-table	1.17.4-2	all
ibus-table-cangjie	1.8.12-1	all
ibus-table-cangjie-big	1.8.12-1	all
ibus-table-cangjie3	1.8.12-1	all
ibus-table-cangjie5	1.8.12-1	all
ibus-table-quick-classic	1.8.12-1	all
ibus-table-wubi	1.8.12-1	all
ibus-unikey	0.7.0~beta1-1build4	arm64
ibverbs-providers	50.0-2ubuntu0.2	arm64
ibverbs-utils	50.0-2ubuntu0.2	arm64
ieee-data	20220827.1	all
iio-sensor-proxy	3.5-1build2	arm64
inetutils-telnet	2:2.5-3ubuntu4.2	arm64
info	7.1-3build2	arm64
init	1.66ubuntu1	arm64
init-system-helpers	1.66ubuntu1	all
initramfs-tools	0.142ubuntu25.8	all
initramfs-tools-bin	0.142ubuntu25.8	arm64
initramfs-tools-core	0.142ubuntu25.8	all
inputattach	1:1.8.1-2build1	arm64
install-info	7.1-3build2	arm64
ipcalc	0.51-1	all
iperf	2.1.9+dfsg-1	arm64
ipmitool	1.8.19-7ubuntu0.24.04.3	arm64
iproute2	6.1.0-1ubuntu6.4	arm64
iptables	1.8.10-3ubuntu2	arm64
iputils-ping	3:20240117-1ubuntu0.1	arm64
iputils-tracepath	3:20240117-1ubuntu0.1	arm64
iso-codes	4.16.0-1	all
iw	6.7-1build1	arm64
java-common	0.75+exp1	all
jfsutils	1.1.15-5build4	arm64
jq	1.7.1-3ubuntu0.24.04.2	arm64
kbd	2.6.4-2ubuntu2	arm64
kdump-tools	1:1.10.3ubuntu2	arm64
kexec-tools	1:2.0.28-0ubuntu3	arm64
keyboard-configuration	1.226ubuntu1.1	all
keyboxd	2.4.4-2ubuntu17.6	arm64
keyutils	1.6.3-3build1	arm64
klibc-utils	2.0.13-4ubuntu0.2	arm64
kmod	31+20240202-2ubuntu7.2	arm64
kpartx	0.9.4-5ubuntu8.2	arm64
kpartx-boot	0.9.4-5ubuntu8.2	all
krb5-locales	1.20.1-6ubuntu2.8	all
landscape-common	24.02-0ubuntu5.7	arm64
language-pack-de	1:24.04+20250724	all
language-pack-de-base	1:24.04+20250724	all
language-pack-en	1:24.04+20250724	all
language-pack-en-base	1:24.04+20250724	all
language-pack-es	1:24.04+20250724	all
language-pack-es-base	1:24.04+20250724	all
language-pack-fr	1:24.04+20250724	all
language-pack-fr-base	1:24.04+20250724	all
language-pack-gnome-de	1:24.04+20250724	all
language-pack-gnome-de-base	1:24.04+20250724	all
language-pack-gnome-en	1:24.04+20250724	all
language-pack-gnome-en-base	1:24.04+20250724	all
language-pack-gnome-es	1:24.04+20250724	all
language-pack-gnome-es-base	1:24.04+20250724	all
language-pack-gnome-fr	1:24.04+20250724	all
language-pack-gnome-fr-base	1:24.04+20250724	all
language-pack-gnome-he	1:24.04+20250724	all
language-pack-gnome-he-base	1:24.04+20250724	all
language-pack-gnome-it	1:24.04+20250724	all
language-pack-gnome-it-base	1:24.04+20250724	all
language-pack-gnome-ja	1:24.04+20250724	all
language-pack-gnome-ja-base	1:24.04+20250724	all
language-pack-gnome-ko	1:24.04+20250724	all
language-pack-gnome-ko-base	1:24.04+20250724	all
language-pack-gnome-pt	1:24.04+20250724	all
language-pack-gnome-pt-base	1:24.04+20250724	all
language-pack-gnome-ru	1:24.04+20250724	all
language-pack-gnome-ru-base	1:24.04+20250724	all
language-pack-gnome-zh-hans	1:24.04+20250724	all
language-pack-gnome-zh-hans-base	1:24.04+20250724	all
language-pack-gnome-zh-hant	1:24.04+20250724	all
language-pack-gnome-zh-hant-base	1:24.04+20250724	all
language-pack-he	1:24.04+20250724	all
language-pack-he-base	1:24.04+20250724	all
language-pack-it	1:24.04+20250724	all
language-pack-it-base	1:24.04+20250724	all
language-pack-ja	1:24.04+20250724	all
language-pack-ja-base	1:24.04+20250724	all
language-pack-ko	1:24.04+20250724	all
language-pack-ko-base	1:24.04+20250724	all
language-pack-pt	1:24.04+20250724	all
language-pack-pt-base	1:24.04+20250724	all
language-pack-ru	1:24.04+20250724	all
language-pack-ru-base	1:24.04+20250724	all
language-pack-zh-hans	1:24.04+20250724	all
language-pack-zh-hans-base	1:24.04+20250724	all
language-pack-zh-hant	1:24.04+20250724	all
language-pack-zh-hant-base	1:24.04+20250724	all
language-selector-common	0.225	all
language-selector-gnome	0.225	all
lenovo	1.0	arm64
less	590-2ubuntu2.1	arm64
libaa1	1.4p5-51.1	arm64
libabsl20220623t64	20220623.1-3.1ubuntu3.2	arm64
libabw-0.1-1	0.1.3-1build4	arm64
libaccountsservice0	23.13.9-2ubuntu6.1	arm64
libacl1	2.3.2-1build1.1	arm64
libadwaita-1-0	1.5.0-1ubuntu2	arm64
libaio1t64	0.3.113-6build1.1	arm64
libao-common	1.2.2+20180113-1.1ubuntu4	all
libao4	1.2.2+20180113-1.1ubuntu4	arm64
libaom3	3.8.2-2ubuntu0.1	arm64
libapache2-mod-dnssd	0.6-4build3	arm64
libapparmor1	4.0.1really4.0.1-0ubuntu0.24.04.7	arm64
libappstream5	1.0.2-1build6	arm64
libapr1t64	1.7.2-3.1ubuntu0.1	arm64
libaprutil1-dbd-sqlite3	1.6.3-1.1ubuntu7.1	arm64
libaprutil1-ldap	1.6.3-1.1ubuntu7.1	arm64
libaprutil1t64	1.6.3-1.1ubuntu7.1	arm64
libapt-pkg6.0t64	2.8.3	arm64
libarchive13t64	3.7.2-2ubuntu0.8	arm64
libargon2-1	0~20190702+dfsg-4build1	arm64
libasan8	14.2.0-4ubuntu2~24.04.1	arm64
libasound2-data	1.2.11-1ubuntu0.3	all
libasound2-plugins	1.2.7.1-1ubuntu5	arm64
libasound2t64	1.2.11-1ubuntu0.3	arm64
libaspell15	0.60.8.1-1build1	arm64
libassuan0	2.5.6-1build1	arm64
libasyncns0	0.8-6build4	arm64
libatasmart4	0.19-5build3	arm64
libatk-adaptor	2.52.0-1build1	arm64
libatk-bridge2.0-0t64	2.52.0-1build1	arm64
libatk-wrapper-java	0.40.0-3build2	all
libatk-wrapper-java-jni	0.40.0-3build2	arm64
libatk1.0-0t64	2.52.0-1build1	arm64
libatkmm-1.6-1v5	2.28.4-1build4	arm64
libatm1t64	1:2.5.1-5.1build1	arm64
libatomic1	14.2.0-4ubuntu2~24.04.1	arm64
libatopology2t64	1.2.11-1ubuntu0.3	arm64
libatspi2.0-0t64	2.52.0-1build1	arm64
libattr1	1:2.5.2-1ubuntu0.1	arm64
libaudit-common	1:3.1.2-2.1build1.1	all
libaudit1	1:3.1.2-2.1build1.1	arm64
libauthen-sasl-perl	2.1700-1	all
libavahi-client3	0.8-13ubuntu6.2	arm64
libavahi-common-data	0.8-13ubuntu6.2	arm64
libavahi-common3	0.8-13ubuntu6.2	arm64
libavahi-core7	0.8-13ubuntu6.2	arm64
libavahi-glib1	0.8-13ubuntu6.2	arm64
libavahi-ui-gtk3-0	0.8-13ubuntu6.2	arm64
libavc1394-0	0.5.4-5build3	arm64
libavcodec60	7:6.1.1-3ubuntu5+esm13	arm64
libavutil58	7:6.1.1-3ubuntu5+esm13	arm64
libayatana-appindicator3-1	0.5.93-1build3	arm64
libayatana-ido3-0.4-0	0.10.1-1build2	arm64
libayatana-indicator3-7	0.9.4-1build1	arm64
libbabeltrace1	1.5.11-3build3	arm64
libbinutils	2.42-4ubuntu2.10	arm64
libblkid1	2.39.3-9ubuntu6.6	arm64
libblockdev-crypto3	3.1.1-1ubuntu0.1	arm64
libblockdev-fs3	3.1.1-1ubuntu0.1	arm64
libblockdev-loop3	3.1.1-1ubuntu0.1	arm64
libblockdev-mdraid3	3.1.1-1ubuntu0.1	arm64
libblockdev-nvme3	3.1.1-1ubuntu0.1	arm64
libblockdev-part3	3.1.1-1ubuntu0.1	arm64
libblockdev-swap3	3.1.1-1ubuntu0.1	arm64
libblockdev-utils3	3.1.1-1ubuntu0.1	arm64
libblockdev3	3.1.1-1ubuntu0.1	arm64
libbluetooth3	5.72-0ubuntu5.5	arm64
libboost-iostreams1.83.0	1.83.0-2.1ubuntu3.2	arm64
libboost-locale1.83.0	1.83.0-2.1ubuntu3.2	arm64
libboost-thread1.83.0	1.83.0-2.1ubuntu3.2	arm64
libbpf1	1:1.3.0-2build2	arm64
libbpfcc	0.29.1+ds-1ubuntu7	arm64
libbrlapi0.8	6.6-4ubuntu5	arm64
libbrotli1	1.1.0-2build2	arm64
libbsd0	0.12.1-1build1.1	arm64
libburn4t64	1.5.6-1.1build1	arm64
libbytesize-common	2.10-1ubuntu2	all
libbytesize1	2.10-1ubuntu2	arm64
libbz2-1.0	1.0.8-5.1ubuntu0.1	arm64
libc-bin	2.39-0ubuntu8.8	arm64
libc-dev-bin	2.39-0ubuntu8.8	arm64
libc-devtools	2.39-0ubuntu8.8	arm64
libc6	2.39-0ubuntu8.8	arm64
libc6-dbg	2.39-0ubuntu8.8	arm64
libc6-dev	2.39-0ubuntu8.8	arm64
libcaca0	0.99.beta20-4ubuntu0.2	arm64
libcairo-gobject-perl	1.005-4build3	arm64
libcairo-gobject2	1.18.0-3build1	arm64
libcairo-perl	1.109-4build1	arm64
libcairo-script-interpreter2	1.18.0-3build1	arm64
libcairo2	1.18.0-3build1	arm64
libcairomm-1.0-1v5	1.14.5-1build1	arm64
libcairomm-1.16-1	1.18.0-1build1	arm64
libcamel-1.2-64t64	3.52.3-0ubuntu1.2	arm64
libcanberra-gtk3-0t64	0.30-10ubuntu10	arm64
libcanberra-gtk3-module	0.30-10ubuntu10	arm64
libcanberra-pulse	0.30-10ubuntu10	arm64
libcanberra0t64	0.30-10ubuntu10	arm64
libcap-ng0	0.8.4-2build2	arm64
libcap2	1:2.66-5ubuntu2.4	arm64
libcap2-bin	1:2.66-5ubuntu2.4	arm64
libcapi20-3t64	1:3.27-3.1build1	arm64
libcbor0.10	0.10.2-1.2ubuntu2	arm64
libcc1-0	14.2.0-4ubuntu2~24.04.1	arm64
libcdio-cdda2t64	10.2+2.0.1-1.1build2	arm64
libcdio-paranoia2t64	10.2+2.0.1-1.1build2	arm64
libcdio19t64	2.1.0-4.1ubuntu1.2	arm64
libcdparanoia0	3.10.2+debian-14build3	arm64
libcdr-0.1-1	0.1.7-1build2	arm64
libcheese-gtk25	44.1-1build4	arm64
libcheese8	44.1-1build4	arm64
libchewing3	0.6.0-1build1	arm64
libchewing3-data	0.6.0-1build1	all
libclang-cpp18	1:18.1.3-1ubuntu1	arm64
libclang1-18	1:18.1.3-1ubuntu1	arm64
libclone-perl	0.46-1build3	arm64
libclucene-contribs1t64	2.3.3.4+dfsg-1.2ubuntu2	arm64
libclucene-core1t64	2.3.3.4+dfsg-1.2ubuntu2	arm64
libclutter-1.0-0	1.26.4+git2779b932+dfsg-7build3	arm64
libclutter-1.0-common	1.26.4+git2779b932+dfsg-7build3	all
libclutter-gst-3.0-0	3.0.27-4build1	arm64
libclutter-gtk-1.0-0	1.8.4-4build5	arm64
libcodec2-1.2	1.2.0-2build1	arm64
libcogl-common	1.22.8-4ubuntu4	all
libcogl-pango20	1.22.8-4ubuntu4	arm64
libcogl-path20	1.22.8-4ubuntu4	arm64
libcogl20	1.22.8-4ubuntu4	arm64
libcolamd3	1:7.6.1+dfsg-1build1	arm64
libcolord-gtk4-1t64	0.3.1-1build2	arm64
libcolord2	1.4.7-1build2	arm64
libcolorhug2	1.4.7-1build2	arm64
libcom-err2	1.47.0-2.4~exp1ubuntu4.1	arm64
libcrack2	2.9.6-5.1build2	arm64
libcrypt-dev	1:4.4.36-4build1	arm64
libcrypt1	1:4.4.36-4build1	arm64
libcryptsetup12	2:2.7.0-1ubuntu4.2	arm64
libctf-nobfd0	2.42-4ubuntu2.10	arm64
libctf0	2.42-4ubuntu2.10	arm64
libcublas-13-0	13.1.1.3-1	arm64
libcublas-dev-13-0	13.1.1.3-1	arm64
libcue2	2.2.1-4.1build1	arm64
libcufft-13-0	12.0.0.61-1	arm64
libcufft-dev-13-0	12.0.0.61-1	arm64
libcufile-13-0	1.15.1.6-1	arm64
libcufile-dev-13-0	1.15.1.6-1	arm64
libcups2t64	2.4.7-1.2ubuntu7.14	arm64
libcupsfilters2-common	2.0.0-0ubuntu7.2	all
libcupsfilters2t64	2.0.0-0ubuntu7.2	arm64
libcupsimage2t64	2.4.7-1.2ubuntu7.14	arm64
libcurand-13-0	10.4.0.35-1	arm64
libcurand-dev-13-0	10.4.0.35-1	arm64
libcurl3t64-gnutls	8.5.0-2ubuntu10.13	arm64
libcurl4t64	8.5.0-2ubuntu10.13	arm64
libcusolver-13-0	12.0.4.66-1	arm64
libcusolver-dev-13-0	12.0.4.66-1	arm64
libcusparse-13-0	12.6.3.3-1	arm64
libcusparse-dev-13-0	12.6.3.3-1	arm64
libdaemon0	0.14-7.1ubuntu4	arm64
libdata-dump-perl	1.25-1	all
libdatrie1	0.2.13-3build1	arm64
libdav1d7	1.4.1-1build1	arm64
libdb5.3t64	5.3.28+dfsg2-7	arm64
libdbd-sqlite3-perl	1.74-1build3	arm64
libdbi-perl	1.643-4ubuntu0.1	arm64
libdbus-1-3	1.14.10-4ubuntu4.1	arm64
libdbusmenu-glib4	18.10.20180917~bzr492+repack1-3.1ubuntu5	arm64
libdbusmenu-gtk3-4	18.10.20180917~bzr492+repack1-3.1ubuntu5	arm64
libdconf1	0.40.0-4ubuntu0.1	arm64
libde265-0	1.0.15-1ubuntu0.1	arm64
libdebconfclient0	0.271ubuntu3	arm64
libdebuginfod-common	0.190-1.1ubuntu0.1	all
libdebuginfod1t64	0.190-1.1ubuntu0.1	arm64
libdecor-0-0	0.2.2-1build2	arm64
libdee-1.0-4	1.2.7+17.10.20170616-7build5	arm64
libdeflate0	1.19-1build1.1	arm64
libdevmapper-event1.02.1	2:1.02.185-3ubuntu3.2	arm64
libdevmapper1.02.1	2:1.02.185-3ubuntu3.2	arm64
libdjvulibre-text	3.5.28-2ubuntu0.24.04.2	all
libdjvulibre21	3.5.28-2ubuntu0.24.04.2	arm64
libdmapsharing-4.0-3t64	3.9.13-2build1	arm64
libdmraid1.0.0.rc16	1.0.0.rc16-12ubuntu2	arm64
libdotconf0	1.3-0.3fakesync1build3	arm64
libdpkg-perl	1.22.6ubuntu6.6	all
libdrm-amdgpu1	2.4.125-1ubuntu0.1~24.04.2	arm64
libdrm-common	2.4.125-1ubuntu0.1~24.04.2	all
libdrm2	2.4.125-1ubuntu0.1~24.04.2	arm64
libduktape207	2.7.0+tests-0ubuntu3	arm64
libdv4t64	1.0.0-17.1build1	arm64
libdw1t64	0.190-1.1ubuntu0.1	arm64
libe-book-0.1-1	0.1.3-2build6	arm64
libeatmydata1	131-1ubuntu1	arm64
libebackend-1.2-11t64	3.52.3-0ubuntu1.2	arm64
libebook-1.2-21t64	3.52.3-0ubuntu1.2	arm64
libebook-contacts-1.2-4t64	3.52.3-0ubuntu1.2	arm64
libecal-2.0-3	3.52.3-0ubuntu1.2	arm64
libedata-book-1.2-27t64	3.52.3-0ubuntu1.2	arm64
libedata-cal-2.0-2t64	3.52.3-0ubuntu1.2	arm64
libedataserver-1.2-27t64	3.52.3-0ubuntu1.2	arm64
libedataserverui-1.2-4t64	3.52.3-0ubuntu1.2	arm64
libedataserverui4-1.0-0t64	3.52.3-0ubuntu1.2	arm64
libedit2	3.1-20230828-1build1	arm64
libeditorconfig0	0.12.7-0.1ubuntu0.1	arm64
libefiboot1t64	38-3.1build1	arm64
libefisec1t64	38-3.1build1	arm64
libefivar1t64	38-3.1build1	arm64
libegl-mesa0	25.2.8-0ubuntu0.24.04.2	arm64
libegl1	1.7.0-1build1	arm64
libei1	1.2.1-1	arm64
libeis1	1.2.1-1	arm64
libelf-dev	0.190-1.1ubuntu0.1	arm64
libelf1t64	0.190-1.1ubuntu0.1	arm64
libenchant-2-2	2.3.3-2build2	arm64
libencode-locale-perl	1.05-3	all
libeot0	0.01-5build3	arm64
libepoxy0	1.5.10-1build1	arm64
libepubgen-0.1-1	0.1.1-1ubuntu6	arm64
liberror-perl	0.17029-2	all
libespeak-ng1	1.51+dfsg-12build1	arm64
libestr0	0.1.11-1build1	arm64
libetonyek-0.1-1	0.1.10-5build1	arm64
libevdev2	1.13.1+dfsg-1build1	arm64
libevdocument3-4t64	46.3.1-0ubuntu1.1	arm64
libevent-2.1-7t64	2.1.12-stable-9ubuntu2.1	arm64
libevent-core-2.1-7t64	2.1.12-stable-9ubuntu2.1	arm64
libevview3-3t64	46.3.1-0ubuntu1.1	arm64
libexempi8	2.6.5-1build1	arm64
libexif12	0.6.24-1ubuntu0.24.04.1	arm64
libexiv2-27	0.27.6-1ubuntu0.3	arm64
libexpat1	2.6.1-2ubuntu0.4	arm64
libext2fs2t64	1.47.0-2.4~exp1ubuntu4.1	arm64
libexttextcat-2.0-0	3.4.7-1build1	arm64
libexttextcat-data	3.4.7-1build1	all
libextutils-depends-perl	0.8001-2	all
libfastjson4	1.2304.0-1build1	arm64
libfdisk1	2.39.3-9ubuntu6.6	arm64
libffi8	3.4.6-1build1	arm64
libfftw3-single3	3.3.10-1ubuntu3	arm64
libfido2-1	1.14.0-1build3	arm64
libfile-basedir-perl	0.09-2	all
libfile-desktopentry-perl	0.22-3	all
libfile-fcntllock-perl	0.22-4ubuntu5	arm64
libfile-listing-perl	6.16-1	all
libfile-mimeinfo-perl	0.34-1	all
libflac12t64	1.4.3+ds-2.1ubuntu2	arm64
libflashrom1	1.3.0-2.1ubuntu2	arm64
libfont-afm-perl	1.20-4	all
libfontconfig1	2.15.0-1.1ubuntu2	arm64
libfontenc1	1:1.1.8-1build1	arm64
libfprint-2-2	1:1.94.7+tod1-0ubuntu5~24.04.8	arm64
libfprint-2-tod1	1:1.94.7+tod1-0ubuntu5~24.04.8	arm64
libfreeaptx0	0.1.1-2build1	arm64
libfreehand-0.1-1	0.1.2-3build3	arm64
libfreeipmi17	1.6.13-3ubuntu0.1	arm64
libfreerdp-client2-2t64	2.11.5+dfsg1-1build2	arm64
libfreerdp-client3-3	3.31.0+dfsg-0ubuntu0.24.04.1	arm64
libfreerdp-server3-3	3.31.0+dfsg-0ubuntu0.24.04.1	arm64
libfreerdp2-2t64	2.11.5+dfsg1-1build2	arm64
libfreerdp3-3	3.31.0+dfsg-0ubuntu0.24.04.1	arm64
libfreetype6	2.13.2+dfsg-1ubuntu0.1	arm64
libfribidi0	1.0.13-3build1	arm64
libftdi1-2	1.5-6build5	arm64
libfuse2t64	2.9.9-8.1build1	arm64
libfuse3-3	3.14.0-5build1	arm64
libfwupd2	1.9.34-0ubuntu1~24.04.1	arm64
libfwupd3	2.0.20-1ubuntu2~24.04.2	arm64
libgail-common	2.24.33-4ubuntu1.1	arm64
libgail18t64	2.24.33-4ubuntu1.1	arm64
libgamemode0	1.8.1-2build1	arm64
libgamemodeauto0	1.8.1-2build1	arm64
libgbm1	25.2.8-0ubuntu0.24.04.2	arm64
libgc1	1:8.2.6-1build1	arm64
libgcc-13-dev	13.3.0-6ubuntu2~24.04.1	arm64
libgcc-s1	14.2.0-4ubuntu2~24.04.1	arm64
libgck-1-0	3.41.2-1build3	arm64
libgck-2-2	4.2.0-5	arm64
libgcr-4-4	4.2.0-5	arm64
libgcr-base-3-1	3.41.2-1build3	arm64
libgcr-ui-3-1	3.41.2-1build3	arm64
libgcrypt20	1.10.3-2ubuntu0.2	arm64
libgd3	2.3.3-9ubuntu5	arm64
libgdata-common	0.18.1-6build2	all
libgdata22	0.18.1-6build2	arm64
libgdbm-compat4t64	1.23-5.1build1	arm64
libgdbm6t64	1.23-5.1build1	arm64
libgdk-pixbuf-2.0-0	2.42.10+dfsg-3ubuntu3.3	arm64
libgdk-pixbuf2.0-bin	2.42.10+dfsg-3ubuntu3.3	arm64
libgdk-pixbuf2.0-common	2.42.10+dfsg-3ubuntu3.3	all
libgdm1	46.2-1ubuntu1~24.04.9	arm64
libgedit-amtk-5-0	5.8.0-4build2	arm64
libgedit-amtk-5-common	5.8.0-4build2	all
libgedit-gtksourceview-300-0	299.0.4-3build1	arm64
libgedit-gtksourceview-300-common	299.0.4-3build1	all
libgee-0.8-2	0.20.6-1build2	arm64
libgeoclue-2-0	2.7.0-3ubuntu7	arm64
libgeocode-glib-2-0	3.26.3-6build3	arm64
libgexiv2-2	0.14.2-2build3	arm64
libgif7	5.2.2-1ubuntu1.2	arm64
libgirepository-1.0-1	1.80.1-1	arm64
libgjs0g	1.80.2-1build2	arm64
libgl1	1.7.0-1build1	arm64
libgl1-mesa-dri	25.2.8-0ubuntu0.24.04.2	arm64
libgles2	1.7.0-1build1	arm64
libglib-object-introspection-perl	0.051-1build3	arm64
libglib-perl	3:1.329.3-3build3	arm64
libglib2.0-0t64	2.80.0-6ubuntu3.8	arm64
libglib2.0-bin	2.80.0-6ubuntu3.8	arm64
libglib2.0-data	2.80.0-6ubuntu3.8	all
libglibmm-2.4-1t64	2.66.7-1build1	arm64
libglibmm-2.68-1t64	2.78.1-2.2build2	arm64
libglu1-mesa	9.0.2-1.1build1	arm64
libglvnd0	1.7.0-1build1	arm64
libglx-mesa0	25.2.8-0ubuntu0.24.04.2	arm64
libglx0	1.7.0-1build1	arm64
libgmp10	2:6.3.0+dfsg-2ubuntu6.1	arm64
libgnome-autoar-0-0	0.4.4-2build4	arm64
libgnome-bg-4-2t64	44.0-5build2	arm64
libgnome-bluetooth-3.0-13	46.0-1ubuntu1	arm64
libgnome-bluetooth-ui-3.0-13	46.0-1ubuntu1	arm64
libgnome-desktop-3-20t64	44.0-5build2	arm64
libgnome-desktop-4-2t64	44.0-5build2	arm64
libgnome-games-support-1-3	1.8.2-5build3	arm64
libgnome-games-support-common	1.8.2-5build3	all
libgnome-menu-3-0	3.36.0-1.1ubuntu3	arm64
libgnome-rr-4-2t64	44.0-5build2	arm64
libgnomekbd-common	3.28.1-1build3	all
libgnomekbd8	3.28.1-1build3	arm64
libgnutls-openssl27t64	3.8.3-1.1ubuntu3.6	arm64
libgnutls30t64	3.8.3-1.1ubuntu3.6	arm64
libgoa-1.0-0b	3.50.4-0ubuntu2	arm64
libgoa-1.0-common	3.50.4-0ubuntu2	all
libgoa-backend-1.0-2	3.50.4-0ubuntu2	arm64
libgom-1.0-0t64	0.5.0-1	arm64
libgomp1	14.2.0-4ubuntu2~24.04.1	arm64
libgpg-error-l10n	1.47-3build2.1	all
libgpg-error0	1.47-3build2.1	arm64
libgpgme11t64	1.18.0-4.1ubuntu4	arm64
libgpgmepp6t64	1.18.0-4.1ubuntu4	arm64
libgphoto2-6t64	2.5.31-2.1ubuntu1.1	arm64
libgphoto2-l10n	2.5.31-2.1ubuntu1.1	all
libgphoto2-port12t64	2.5.31-2.1ubuntu1.1	arm64
libgpm2	1.20.7-11	arm64
libgpod-common	0.8.3-19.1ubuntu4	arm64
libgpod4t64	0.8.3-19.1ubuntu4	arm64
libgprofng0	2.42-4ubuntu2.10	arm64
libgraphene-1.0-0	1.10.8-3build2	arm64
libgraphite2-3	1.3.14-2ubuntu0.24.04.1	arm64
libgrilo-0.3-0	0.3.16-1build3	arm64
libgs-common	10.02.1~dfsg1-0ubuntu7.8	all
libgs10	10.02.1~dfsg1-0ubuntu7.8	arm64
libgs10-common	10.02.1~dfsg1-0ubuntu7.8	all
libgsf-1-114	1.14.51-2ubuntu0.1	arm64
libgsf-1-common	1.14.51-2ubuntu0.1	all
libgsm1	1.0.22-1build1	arm64
libgsound0t64	1.0.3-3.2build2	arm64
libgspell-1-2	1.12.2-1build4	arm64
libgspell-1-common	1.12.2-1build4	all
libgssapi-krb5-2	1.20.1-6ubuntu2.8	arm64
libgssdp-1.6-0	1.6.3-1build3	arm64
libgstreamer-gl1.0-0	1.24.2-1ubuntu0.4	arm64
libgstreamer-plugins-base1.0-0	1.24.2-1ubuntu0.4	arm64
libgstreamer-plugins-good1.0-0	1.24.2-1ubuntu1.5	arm64
libgstreamer1.0-0	1.24.2-1ubuntu0.1	arm64
libgtk-3-0t64	3.24.41-4ubuntu1.3	arm64
libgtk-3-bin	3.24.41-4ubuntu1.3	arm64
libgtk-3-common	3.24.41-4ubuntu1.3	all
libgtk-4-1	4.14.5+ds-0ubuntu0.10	arm64
libgtk-4-common	4.14.5+ds-0ubuntu0.10	all
libgtk-4-media-gstreamer	4.14.5+ds-0ubuntu0.10	arm64
libgtk2.0-0t64	2.24.33-4ubuntu1.1	arm64
libgtk2.0-bin	2.24.33-4ubuntu1.1	arm64
libgtk2.0-common	2.24.33-4ubuntu1.1	all
libgtk3-perl	0.038-3	all
libgtkmm-3.0-1t64	3.24.9-1	arm64
libgtkmm-4.0-0	4.10.0-4build3	arm64
libgtksourceview-4-0	4.8.4-5build4	arm64
libgtksourceview-4-common	4.8.4-5build4	all
libgtksourceview-5-0	5.12.0-1build1	arm64
libgtksourceview-5-common	5.12.0-1build1	all
libgtop-2.0-11	2.41.3-1ubuntu1~2	arm64
libgtop2-common	2.41.3-1ubuntu1~2	all
libgudev-1.0-0	1:238-5ubuntu1	arm64
libgupnp-1.6-0	1.6.6-1build3	arm64
libgupnp-av-1.0-3	0.14.1-2build2	arm64
libgupnp-dlna-2.0-4	0.12.0-4build2	arm64
libgusb2	0.4.8-1build2	arm64
libgweather-4-0t64	4.4.2-1build1	arm64
libgweather-4-common	4.4.2-1build1	all
libgxps2t64	0.3.2-4build3	arm64
libhandy-1-0	1.8.3-1build2	arm64
libhangul-data	0.1.0+git20230314-2build1	all
libhangul1	0.1.0+git20230314-2build1	arm64
libharfbuzz-gobject0	8.3.0-2build2	arm64
libharfbuzz-icu0	8.3.0-2build2	arm64
libharfbuzz0b	8.3.0-2build2	arm64
libheif-plugin-aomdec	1.17.6-1ubuntu4.8	arm64
libheif-plugin-aomenc	1.17.6-1ubuntu4.8	arm64
libheif-plugin-libde265	1.17.6-1ubuntu4.8	arm64
libheif1	1.17.6-1ubuntu4.8	arm64
libhogweed6t64	3.9.1-2.2build1.1	arm64
libhpmud0	3.23.12+dfsg0-0ubuntu5.1	arm64
libhtml-form-perl	6.11-1	all
libhtml-format-perl	2.16-2	all
libhtml-parser-perl	3.81-1ubuntu0.1	arm64
libhtml-tagset-perl	3.20-6	all
libhtml-tree-perl	5.07-3	all
libhttp-cookies-perl	6.11-1	all
libhttp-daemon-perl	6.16-1ubuntu0.24.04.1	all
libhttp-date-perl	6.06-1ubuntu0.24.04.1	all
libhttp-message-perl	6.45-1ubuntu1	all
libhttp-negotiate-perl	6.01-2	all
