timestamp_utc,mem_available_kb,swap_free_kb,load1,gpu_util_pct,gpu_temp_c,gpu_power_w
2026-09-11T13:36:25Z,122921144,16777212,0.28,0,41,10.43
2026-09-11T13:36:26Z,122625452,16777212,0.28,0,41,5.98
2026-09-11T13:36:27Z,121882340,16777212,0.28,0,41,10.39
