timestamp_utc,mem_available_kb,swap_free_kb,load1,gpu_util_pct,gpu_temp_c,gpu_power_w
2026-09-11T13:36:27Z,122856684,16777212,0.28,0,42,12.63
2026-09-11T13:36:28Z,122566648,16777212,0.42,0,41,9.70
2026-09-11T13:36:29Z,122325888,16777212,0.42,0,41,10.98
